epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,75.5176,1.48497,2.31557,1.48608,0.00623,0.82548,0.47217,0.1259,2.28587,3.41174,2.37078,0.000382368,0.000382368,0.000382368
27,78.3722,1.15684,2.29504,1.17627,0.00606,0.8144,0.44726,0.12022,2.30478,3.41883,2.36464,0.000396233,0.000396233,0.000396233
28,81.0791,1.26426,2.09359,1.14075,0.00606,0.8144,0.44726,0.12022,2.30478,3.41883,2.36464,0.000409987,0.000409987,0.000409987
29,84.1536,1.40301,2.01022,1.24404,0.00609,0.83934,0.44748,0.11096,2.34234,3.4219,2.36681,0.000423631,0.000423631,0.000423631
30,87.0226,1.19006,4.00624,1.28016,0.00609,0.83934,0.44748,0.11096,2.34234,3.4219,2.36681,0.000437166,0.000437166,0.000437166
31,89.8986,1.03404,2.09958,0.9707,0.00618,0.87535,0.40566,0.10812,2.35936,3.44077,2.38166,0.00045059,0.00045059,0.00045059
32,92.6952,1.09363,2.43815,1.19466,0.00618,0.87535,0.40566,0.10812,2.35936,3.44077,2.38166,0.000463904,0.000463904,0.000463904
33,95.408,1.3748,2.41132,1.2498,0.00584,0.84488,0.31332,0.08432,2.35901,3.46895,2.35724,0.000477109,0.000477109,0.000477109
34,98.1778,1.09941,2.71187,1.39278,0.00584,0.84488,0.31332,0.08432,2.35901,3.46895,2.35724,0.000490203,0.000490203,0.000490203
35,100.933,1.4345,2.3102,1.43067,0.00579,0.82825,0.25349,0.0723,2.3341,3.44818,2.30556,0.000503187,0.000503187,0.000503187
36,103.808,1.06058,1.88237,1.02955,0.00579,0.82825,0.25349,0.0723,2.3341,3.44818,2.30556,0.000516062,0.000516062,0.000516062
37,106.664,1.23607,1.68199,1.37787,0.00579,0.83102,0.24851,0.06864,2.30924,3.44273,2.27808,0.000528826,0.000528826,0.000528826
38,109.354,1.04827,3.27163,1.20707,0.00579,0.83102,0.24851,0.06864,2.30924,3.44273,2.27808,0.00054148,0.00054148,0.00054148
39,112.099,1.17301,2.09975,1.23875,0.00576,0.81717,0.11999,0.03751,2.28618,3.4784,2.27744,0.000554024,0.000554024,0.000554024
40,114.845,1.28995,1.55559,1.05412,0.00576,0.81717,0.11999,0.03751,2.28618,3.4784,2.27744,0.000566458,0.000566458,0.000566458
41,117.624,1.15484,3.28406,1.18478,0.00554,0.76731,0.03693,0.01399,2.23344,3.52914,2.28793,0.000578782,0.000578782,0.000578782
42,120.408,0.89824,2.44741,1.03067,0.00554,0.76731,0.03693,0.01399,2.23344,3.52914,2.28793,0.000590997,0.000590997,0.000590997
43,123.137,1.12915,1.6462,1.19348,0.00545,0.77008,0.03701,0.01674,2.20189,3.53409,2.28933,0.000603101,0.000603101,0.000603101
44,125.875,1.18464,1.90322,1.28597,0.00545,0.77008,0.03701,0.01674,2.20189,3.53409,2.28933,0.000615095,0.000615095,0.000615095
45,128.808,1.0833,2.53865,1.38116,0.00559,0.77285,0.05511,0.02152,2.15586,3.51697,2.27524,0.000626979,0.000626979,0.000626979
46,131.784,1.62967,2.25598,1.75566,0.00559,0.77285,0.05511,0.02152,2.15586,3.51697,2.27524,0.000638753,0.000638753,0.000638753
47,134.568,0.73519,1.64366,1.15264,0.00549,0.73961,0.05822,0.02279,2.12754,3.49805,2.27642,0.000650417,0.000650417,0.000650417
48,137.322,0.76987,1.42249,0.933,0.00549,0.73961,0.05822,0.02279,2.12754,3.49805,2.27642,0.000661971,0.000661971,0.000661971
49,140.244,0.77369,1.7068,0.91053,0.00564,0.75346,0.05116,0.02155,2.15755,3.46191,2.29845,0.000673415,0.000673415,0.000673415
50,143.059,1.2497,1.41418,1.40941,0.00564,0.75346,0.05116,0.02155,2.15755,3.46191,2.29845,0.000684749,0.000684749,0.000684749
51,145.765,1.17626,2.45044,1.45796,0.00605,0.80055,0.03948,0.02188,2.18466,3.42968,2.36172,0.000695973,0.000695973,0.000695973
52,148.517,0.61581,2.04521,1.04707,0.00605,0.80055,0.03948,0.02188,2.18466,3.42968,2.36172,0.000707086,0.000707086,0.000707086
53,151.324,1.04042,1.92695,1.17039,0.00605,0.80055,0.03948,0.02188,2.18466,3.42968,2.36172,0.00071809,0.00071809,0.00071809
54,154.104,0.91254,2.27203,1.12556,0.00609,0.80886,0.03421,0.0195,2.20575,3.4192,2.31978,0.000728984,0.000728984,0.000728984
55,156.751,0.99995,2.40744,1.2769,0.00609,0.80886,0.03421,0.0195,2.20575,3.4192,2.31978,0.000739768,0.000739768,0.000739768
56,159.531,0.7995,2.79721,1.23683,0.00609,0.80886,0.03421,0.0195,2.20575,3.4192,2.31978,0.000750442,0.000750442,0.000750442
57,162.229,1.25415,2.26929,1.20626,0.00573,0.76177,0.03705,0.02013,2.25525,3.42708,2.33763,0.000761006,0.000761006,0.000761006
58,165.267,0.90278,1.66182,0.86438,0.00573,0.76177,0.03705,0.02013,2.25525,3.42708,2.33763,0.000771459,0.000771459,0.000771459
59,168.067,1.17236,2.1362,1.08067,0.00573,0.76177,0.03705,0.02013,2.25525,3.42708,2.33763,0.000781803,0.000781803,0.000781803
60,170.767,1.38473,2.39416,1.43847,0.00517,0.68975,0.03572,0.01792,2.28695,3.43689,2.40638,0.000792037,0.000792037,0.000792037
61,173.446,1.05633,2.11727,1.2395,0.00517,0.68975,0.03572,0.01792,2.28695,3.43689,2.40638,0.00080216,0.00080216,0.00080216
62,176.631,1.47108,2.32973,1.45881,0.00517,0.68975,0.03572,0.01792,2.28695,3.43689,2.40638,0.000812174,0.000812174,0.000812174
63,179.542,1.60726,3.45731,1.75275,0.65514,0.03878,0.05633,0.02731,2.29886,3.4157,2.52693,0.000822078,0.000822078,0.000822078
64,182.303,1.49128,2.86228,1.84922,0.65514,0.03878,0.05633,0.02731,2.29886,3.4157,2.52693,0.000831871,0.000831871,0.000831871
65,185.037,1.30989,2.49097,1.3491,0.65514,0.03878,0.05633,0.02731,2.29886,3.4157,2.52693,0.000841555,0.000841555,0.000841555
66,188.002,1.39227,2.70146,1.48357,0.62624,0.03878,0.12227,0.04537,2.2713,3.34382,2.59116,0.000851129,0.000851129,0.000851129
67,191.035,0.85828,1.33206,0.90135,0.62624,0.03878,0.12227,0.04537,2.2713,3.34382,2.59116,0.000860592,0.000860592,0.000860592
68,193.752,1.0004,2.30386,1.23402,0.62624,0.03878,0.12227,0.04537,2.2713,3.34382,2.59116,0.000869946,0.000869946,0.000869946
69,196.579,1.17431,2.06832,1.09042,0.65162,0.04145,0.15988,0.05567,2.27605,3.2467,2.6168,0.000879189,0.000879189,0.000879189
70,199.272,0.8184,2.62404,1.04936,0.65162,0.04145,0.15988,0.05567,2.27605,3.2467,2.6168,0.000888323,0.000888323,0.000888323
71,202.213,0.77554,1.01534,0.77914,0.65162,0.04145,0.15988,0.05567,2.27605,3.2467,2.6168,0.000897346,0.000897346,0.000897346
72,205.107,1.07303,2.77784,1.50255,0.4986,0.04432,0.14769,0.0508,2.21537,3.23296,2.6333,0.00090626,0.00090626,0.00090626
73,207.88,0.87288,1.71304,0.98991,0.4986,0.04432,0.14769,0.0508,2.21537,3.23296,2.6333,0.000915063,0.000915063,0.000915063
74,210.683,1.43082,2.63382,1.75768,0.4986,0.04432,0.14769,0.0508,2.21537,3.23296,2.6333,0.000923756,0.000923756,0.000923756
75,213.591,0.99023,1.26178,0.95042,0.42473,0.04432,0.17707,0.05829,2.23944,3.27988,2.74375,0.00093234,0.00093234,0.00093234
76,216.321,0.75553,1.12923,0.80202,0.42473,0.04432,0.17707,0.05829,2.23944,3.27988,2.74375,0.000940813,0.000940813,0.000940813
77,219.127,1.04849,2.36297,1.63226,0.42473,0.04432,0.17707,0.05829,2.23944,3.27988,2.74375,0.000949176,0.000949176,0.000949176
78,221.888,0.86417,1.0468,0.83245,0.45333,0.06648,0.23862,0.0815,2.2297,3.204,2.75151,0.00095743,0.00095743,0.00095743
79,224.647,1.34411,2.21453,1.23747,0.45333,0.06648,0.23862,0.0815,2.2297,3.204,2.75151,0.000965573,0.000965573,0.000965573
80,227.491,0.77443,1.27415,1.03666,0.45333,0.06648,0.23862,0.0815,2.2297,3.204,2.75151,0.000973606,0.000973606,0.000973606
81,230.327,1.16705,1.39255,1.22705,0.49203,0.1385,0.24328,0.07706,2.28657,3.14268,2.89575,0.00098153,0.00098153,0.00098153
82,233.214,1.48214,2.06517,1.65744,0.49203,0.1385,0.24328,0.07706,2.28657,3.14268,2.89575,0.000989343,0.000989343,0.000989343
83,236.346,0.679,1.76698,1.02973,0.49203,0.1385,0.24328,0.07706,2.28657,3.14268,2.89575,0.000997046,0.000997046,0.000997046
84,239.592,0.76387,1.20974,0.92605,0.42267,0.14197,0.21862,0.0717,2.29055,3.09929,2.93441,0.00100464,0.00100464,0.00100464
85,242.447,0.85695,1.26005,1.15392,0.42267,0.14197,0.21862,0.0717,2.29055,3.09929,2.93441,0.00101212,0.00101212,0.00101212
86,245.242,0.82157,1.11146,1.02724,0.42267,0.14197,0.21862,0.0717,2.29055,3.09929,2.93441,0.0010195,0.0010195,0.0010195
87,248.097,0.79278,1.64961,1.14297,0.42267,0.14197,0.21862,0.0717,2.29055,3.09929,2.93441,0.00102676,0.00102676,0.00102676
88,250.993,0.95175,1.7002,1.20467,0.51198,0.17452,0.26364,0.08211,2.27144,3.04802,2.90781,0.00103391,0.00103391,0.00103391
89,253.736,0.60627,1.31319,0.98473,0.51198,0.17452,0.26364,0.08211,2.27144,3.04802,2.90781,0.00104095,0.00104095,0.00104095
90,256.519,0.56802,1.4543,0.80887,0.51198,0.17452,0.26364,0.08211,2.27144,3.04802,2.90781,0.00104789,0.00104789,0.00104789
91,259.524,0.89259,1.33631,1.10716,0.51198,0.17452,0.26364,0.08211,2.27144,3.04802,2.90781,0.00105471,0.00105471,0.00105471
92,262.287,0.89119,1.95823,1.1769,0.66254,0.28281,0.33042,0.10042,2.28301,2.98283,3.02183,0.00106142,0.00106142,0.00106142
93,264.949,0.92344,1.2622,1.04831,0.66254,0.28281,0.33042,0.10042,2.28301,2.98283,3.02183,0.00106803,0.00106803,0.00106803
94,267.734,1.80813,2.46678,1.90027,0.66254,0.28281,0.33042,0.10042,2.28301,2.98283,3.02183,0.00107452,0.00107452,0.00107452
95,270.522,0.81709,1.74038,1.15379,0.66254,0.28281,0.33042,0.10042,2.28301,2.98283,3.02183,0.0010809,0.0010809,0.0010809
96,273.24,0.64264,2.00586,1.19642,0.57533,0.29648,0.30002,0.09065,2.3308,3.00195,3.16038,0.00108718,0.00108718,0.00108718
97,275.946,1.09625,1.89595,1.13011,0.57533,0.29648,0.30002,0.09065,2.3308,3.00195,3.16038,0.00109334,0.00109334,0.00109334
98,278.821,0.96352,1.16654,0.95821,0.57533,0.29648,0.30002,0.09065,2.3308,3.00195,3.16038,0.00109939,0.00109939,0.00109939
99,281.716,1.63349,1.4645,1.26756,0.57533,0.29648,0.30002,0.09065,2.3308,3.00195,3.16038,0.00110533,0.00110533,0.00110533
100,284.681,0.98139,1.27012,1.0533,0.59421,0.2964,0.30331,0.09072,2.35496,3.0449,3.19276,0.00111117,0.00111117,0.00111117
101,287.656,0.93371,1.79658,1.22826,0.59421,0.2964,0.30331,0.09072,2.35496,3.0449,3.19276,0.00111689,0.00111689,0.00111689
102,290.365,0.45579,1.81629,1.05082,0.59421,0.2964,0.30331,0.09072,2.35496,3.0449,3.19276,0.00111139,0.00111139,0.00111139
103,293.181,0.70903,1.74487,0.9392,0.59421,0.2964,0.30331,0.09072,2.35496,3.0449,3.19276,0.00110589,0.00110589,0.00110589
104,296.162,0.85075,1.36542,1.02346,0.6094,0.35457,0.31626,0.09674,2.38223,2.94748,3.26065,0.00110039,0.00110039,0.00110039
105,298.852,1.53844,1.56306,1.35669,0.6094,0.35457,0.31626,0.09674,2.38223,2.94748,3.26065,0.00109489,0.00109489,0.00109489
106,301.685,0.62835,2.92045,0.91115,0.6094,0.35457,0.31626,0.09674,2.38223,2.94748,3.26065,0.00108938,0.00108938,0.00108938
107,304.694,0.94012,1.66661,1.28178,0.6094,0.35457,0.31626,0.09674,2.38223,2.94748,3.26065,0.00108388,0.00108388,0.00108388
108,307.438,1.39779,1.75833,1.23733,0.61367,0.30801,0.33092,0.09836,2.38984,2.93604,3.13733,0.00107838,0.00107838,0.00107838
109,310.109,0.83172,0.94051,0.95334,0.61367,0.30801,0.33092,0.09836,2.38984,2.93604,3.13733,0.00107288,0.00107288,0.00107288
110,312.798,0.80645,1.65466,1.14237,0.61367,0.30801,0.33092,0.09836,2.38984,2.93604,3.13733,0.00106738,0.00106738,0.00106738
111,315.596,0.97468,0.99,0.8111,0.61367,0.30801,0.33092,0.09836,2.38984,2.93604,3.13733,0.00106188,0.00106188,0.00106188
112,318.493,0.79233,1.57275,1.04485,0.55861,0.31202,0.31441,0.09719,2.44243,2.84682,3.07252,0.00105638,0.00105638,0.00105638
113,321.121,0.91145,1.08934,1.21345,0.55861,0.31202,0.31441,0.09719,2.44243,2.84682,3.07252,0.00105088,0.00105088,0.00105088
114,323.791,1.57223,1.9142,1.14364,0.55861,0.31202,0.31441,0.09719,2.44243,2.84682,3.07252,0.00104538,0.00104538,0.00104538
115,326.476,0.66448,1.26326,0.96391,0.55861,0.31202,0.31441,0.09719,2.44243,2.84682,3.07252,0.00103987,0.00103987,0.00103987
116,329.435,1.03946,1.62691,1.39563,0.51977,0.31302,0.29507,0.08925,2.50175,2.82495,3.16157,0.00103437,0.00103437,0.00103437
117,332.23,0.85986,0.8177,0.92035,0.51977,0.31302,0.29507,0.08925,2.50175,2.82495,3.16157,0.00102887,0.00102887,0.00102887
118,335.08,0.91353,1.16659,1.14995,0.51977,0.31302,0.29507,0.08925,2.50175,2.82495,3.16157,0.00102337,0.00102337,0.00102337
119,337.839,0.7834,1.70368,1.00642,0.51977,0.31302,0.29507,0.08925,2.50175,2.82495,3.16157,0.00101787,0.00101787,0.00101787
120,340.973,0.35768,2.46939,0.83268,0.40908,0.18793,0.1723,0.05966,2.417,3.02452,3.13918,0.00101237,0.00101237,0.00101237
121,343.838,0.80173,1.25225,0.86801,0.40908,0.18793,0.1723,0.05966,2.417,3.02452,3.13918,0.00100687,0.00100687,0.00100687
122,346.597,0.88971,1.69913,1.18998,0.40908,0.18793,0.1723,0.05966,2.417,3.02452,3.13918,0.00100137,0.00100137,0.00100137
123,349.291,0.78038,2.04614,0.82042,0.40908,0.18793,0.1723,0.05966,2.417,3.02452,3.13918,0.000995866,0.000995866,0.000995866
124,352.124,1.12516,2.26224,1.43623,0.42668,0.09972,0.11623,0.04943,2.37635,3.20766,3.05862,0.000990365,0.000990365,0.000990365
125,354.937,0.8457,1.15444,1.1154,0.42668,0.09972,0.11623,0.04943,2.37635,3.20766,3.05862,0.000984864,0.000984864,0.000984864
