epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,48.8898,1.7343,3.55325,1.78145,0.00683,0.88643,0.09066,0.02017,2.50931,3.62102,2.62195,0.000222598,0.000222598,0.000222598
16,52.1184,2.337,3.55134,1.8545,0.0067,0.88643,0.1941,0.0447,2.52316,3.56059,2.58365,0.000237673,0.000237673,0.000237673
17,55.1843,1.72511,2.91473,1.51786,0.00682,0.89751,0.29211,0.06463,2.49347,3.51284,2.54875,0.000252637,0.000252637,0.000252637
18,58.4174,0.85914,2.55633,1.11589,0.00682,0.89751,0.29211,0.06463,2.49347,3.51284,2.54875,0.000267492,0.000267492,0.000267492
19,61.5395,2.08846,4.57411,1.98635,0.00665,0.86981,0.35618,0.08478,2.41056,3.45477,2.47136,0.000282236,0.000282236,0.000282236
20,64.7184,1.37763,3.06463,1.35151,0.00665,0.86981,0.35618,0.08478,2.41056,3.45477,2.47136,0.000296871,0.000296871,0.000296871
21,67.8886,1.36513,3.46317,1.41108,0.00651,0.85319,0.43161,0.10967,2.32207,3.42807,2.4256,0.000311396,0.000311396,0.000311396
22,70.9423,1.07706,2.31881,1.17719,0.00651,0.85319,0.43161,0.10967,2.32207,3.42807,2.4256,0.00032581,0.00032581,0.00032581
23,74.1369,0.86131,2.37981,1.1239,0.00612,0.80886,0.43052,0.11161,2.27268,3.43375,2.39913,0.000340115,0.000340115,0.000340115
24,77.0974,1.43751,2.20313,1.35581,0.00612,0.80886,0.43052,0.11161,2.27268,3.43375,2.39913,0.000354309,0.000354309,0.000354309
25,80.1845,1.42224,2.17614,1.16568,0.00623,0.82548,0.47217,0.1259,2.28587,3.41174,2.37078,0.000368394,0.000368394,0.000368394
26,83.3373,1.48497,2.31557,1.48608,0.00623,0.82548,0.47217,0.1259,2.28587,3.41174,2.37078,0.000382368,0.000382368,0.000382368
27,86.4131,1.15684,2.29504,1.17627,0.00606,0.8144,0.44726,0.12022,2.30478,3.41883,2.36464,0.000396233,0.000396233,0.000396233
28,89.407,1.26426,2.09359,1.14075,0.00606,0.8144,0.44726,0.12022,2.30478,3.41883,2.36464,0.000409987,0.000409987,0.000409987
29,92.6376,1.40301,2.01022,1.24404,0.00609,0.83934,0.44748,0.11096,2.34234,3.4219,2.36681,0.000423631,0.000423631,0.000423631
30,95.878,1.19006,4.00624,1.28016,0.00609,0.83934,0.44748,0.11096,2.34234,3.4219,2.36681,0.000437166,0.000437166,0.000437166
31,98.8956,1.03404,2.09958,0.9707,0.00618,0.87535,0.40566,0.10812,2.35936,3.44077,2.38166,0.00045059,0.00045059,0.00045059
32,102.018,1.09363,2.43815,1.19466,0.00618,0.87535,0.40566,0.10812,2.35936,3.44077,2.38166,0.000463904,0.000463904,0.000463904
33,105.154,1.3748,2.41132,1.2498,0.00584,0.84488,0.31332,0.08432,2.35901,3.46895,2.35724,0.000477109,0.000477109,0.000477109
34,108.349,1.09941,2.71187,1.39278,0.00584,0.84488,0.31332,0.08432,2.35901,3.46895,2.35724,0.000490203,0.000490203,0.000490203
35,111.557,1.4345,2.3102,1.43067,0.00579,0.82825,0.25349,0.0723,2.3341,3.44818,2.30556,0.000503187,0.000503187,0.000503187
36,114.753,1.06058,1.88237,1.02955,0.00579,0.82825,0.25349,0.0723,2.3341,3.44818,2.30556,0.000516062,0.000516062,0.000516062
37,118.035,1.23607,1.68199,1.37787,0.00579,0.83102,0.24851,0.06864,2.30924,3.44273,2.27808,0.000528826,0.000528826,0.000528826
38,121.333,1.04827,3.27163,1.20707,0.00579,0.83102,0.24851,0.06864,2.30924,3.44273,2.27808,0.00054148,0.00054148,0.00054148
39,124.436,1.17301,2.09975,1.23875,0.00576,0.81717,0.11999,0.03751,2.28618,3.4784,2.27744,0.000554024,0.000554024,0.000554024
40,127.534,1.28995,1.55559,1.05412,0.00576,0.81717,0.11999,0.03751,2.28618,3.4784,2.27744,0.000566458,0.000566458,0.000566458
41,130.75,1.15484,3.28406,1.18478,0.00554,0.76731,0.03693,0.01399,2.23344,3.52914,2.28793,0.000578782,0.000578782,0.000578782
42,133.823,0.89824,2.44741,1.03067,0.00554,0.76731,0.03693,0.01399,2.23344,3.52914,2.28793,0.000590997,0.000590997,0.000590997
43,136.99,1.12915,1.6462,1.19348,0.00545,0.77008,0.03701,0.01674,2.20189,3.53409,2.28933,0.000603101,0.000603101,0.000603101
44,140.076,1.18464,1.90322,1.28597,0.00545,0.77008,0.03701,0.01674,2.20189,3.53409,2.28933,0.000615095,0.000615095,0.000615095
45,143.301,1.0833,2.53865,1.38116,0.00559,0.77285,0.05511,0.02152,2.15586,3.51697,2.27524,0.000626979,0.000626979,0.000626979
46,146.352,1.62967,2.25598,1.75566,0.00559,0.77285,0.05511,0.02152,2.15586,3.51697,2.27524,0.000638753,0.000638753,0.000638753
47,149.405,0.73519,1.64366,1.15264,0.00549,0.73961,0.05822,0.02279,2.12754,3.49805,2.27642,0.000650417,0.000650417,0.000650417
48,152.728,0.76987,1.42249,0.933,0.00549,0.73961,0.05822,0.02279,2.12754,3.49805,2.27642,0.000661971,0.000661971,0.000661971
49,155.936,0.77369,1.7068,0.91053,0.00564,0.75346,0.05116,0.02155,2.15755,3.46191,2.29845,0.000673415,0.000673415,0.000673415
50,158.961,1.2497,1.41418,1.40941,0.00564,0.75346,0.05116,0.02155,2.15755,3.46191,2.29845,0.000684749,0.000684749,0.000684749
51,162.227,1.17626,2.45044,1.45796,0.00605,0.80055,0.03948,0.02188,2.18466,3.42968,2.36172,0.000695973,0.000695973,0.000695973
52,165.533,0.61581,2.04521,1.04707,0.00605,0.80055,0.03948,0.02188,2.18466,3.42968,2.36172,0.000707086,0.000707086,0.000707086
53,168.615,1.04042,1.92695,1.17039,0.00605,0.80055,0.03948,0.02188,2.18466,3.42968,2.36172,0.00071809,0.00071809,0.00071809
54,171.676,0.91254,2.27203,1.12556,0.00609,0.80886,0.03421,0.0195,2.20575,3.4192,2.31978,0.000728984,0.000728984,0.000728984
55,174.805,0.99995,2.40744,1.2769,0.00609,0.80886,0.03421,0.0195,2.20575,3.4192,2.31978,0.000739768,0.000739768,0.000739768
56,178.136,0.7995,2.79721,1.23683,0.00609,0.80886,0.03421,0.0195,2.20575,3.4192,2.31978,0.000750442,0.000750442,0.000750442
57,181.666,1.25415,2.26929,1.20626,0.00573,0.76177,0.03705,0.02013,2.25525,3.42708,2.33763,0.000761006,0.000761006,0.000761006
58,185.273,0.90278,1.66182,0.86438,0.00573,0.76177,0.03705,0.02013,2.25525,3.42708,2.33763,0.000771459,0.000771459,0.000771459
59,188.415,1.17236,2.1362,1.08067,0.00573,0.76177,0.03705,0.02013,2.25525,3.42708,2.33763,0.000781803,0.000781803,0.000781803
60,191.882,1.38473,2.39416,1.43847,0.00517,0.68975,0.03572,0.01792,2.28695,3.43689,2.40638,0.000792037,0.000792037,0.000792037
61,195.052,1.05633,2.11727,1.2395,0.00517,0.68975,0.03572,0.01792,2.28695,3.43689,2.40638,0.00080216,0.00080216,0.00080216
62,198.347,1.47108,2.32973,1.45881,0.00517,0.68975,0.03572,0.01792,2.28695,3.43689,2.40638,0.000812174,0.000812174,0.000812174
63,202.13,1.60726,3.45731,1.75275,0.65514,0.03878,0.05633,0.02731,2.29886,3.4157,2.52693,0.000822078,0.000822078,0.000822078
64,255.495,1.49128,2.86228,1.84922,0.65514,0.03878,0.05633,0.02731,2.29886,3.4157,2.52693,0.000831871,0.000831871,0.000831871
65,259.768,1.30989,2.49097,1.3491,0.65514,0.03878,0.05633,0.02731,2.29886,3.4157,2.52693,0.000841555,0.000841555,0.000841555
66,263.178,1.39227,2.70146,1.48357,0.62624,0.03878,0.12227,0.04537,2.2713,3.34382,2.59116,0.000851129,0.000851129,0.000851129
67,266.317,0.85828,1.33206,0.90135,0.62624,0.03878,0.12227,0.04537,2.2713,3.34382,2.59116,0.000860592,0.000860592,0.000860592
68,269.367,1.0004,2.30386,1.23402,0.62624,0.03878,0.12227,0.04537,2.2713,3.34382,2.59116,0.000869946,0.000869946,0.000869946
69,272.611,1.17431,2.06832,1.09042,0.65162,0.04145,0.15988,0.05567,2.27605,3.2467,2.6168,0.000879189,0.000879189,0.000879189
70,275.814,0.8184,2.62404,1.04936,0.65162,0.04145,0.15988,0.05567,2.27605,3.2467,2.6168,0.000888323,0.000888323,0.000888323
71,278.927,0.77554,1.01534,0.77914,0.65162,0.04145,0.15988,0.05567,2.27605,3.2467,2.6168,0.000897346,0.000897346,0.000897346
72,282.112,1.07303,2.77784,1.50255,0.4986,0.04432,0.14769,0.0508,2.21537,3.23296,2.6333,0.00090626,0.00090626,0.00090626
73,285.433,0.87288,1.71304,0.98991,0.4986,0.04432,0.14769,0.0508,2.21537,3.23296,2.6333,0.000915063,0.000915063,0.000915063
74,288.687,1.43082,2.63382,1.75768,0.4986,0.04432,0.14769,0.0508,2.21537,3.23296,2.6333,0.000923756,0.000923756,0.000923756
75,291.749,0.99023,1.26178,0.95042,0.42473,0.04432,0.17707,0.05829,2.23944,3.27988,2.74375,0.00093234,0.00093234,0.00093234
76,294.824,0.75553,1.12923,0.80202,0.42473,0.04432,0.17707,0.05829,2.23944,3.27988,2.74375,0.000940813,0.000940813,0.000940813
77,297.813,1.04849,2.36297,1.63226,0.42473,0.04432,0.17707,0.05829,2.23944,3.27988,2.74375,0.000949176,0.000949176,0.000949176
78,300.858,0.86417,1.0468,0.83245,0.45333,0.06648,0.23862,0.0815,2.2297,3.204,2.75151,0.00095743,0.00095743,0.00095743
79,304.108,1.34411,2.21453,1.23747,0.45333,0.06648,0.23862,0.0815,2.2297,3.204,2.75151,0.000965573,0.000965573,0.000965573
80,307.358,0.77443,1.27415,1.03666,0.45333,0.06648,0.23862,0.0815,2.2297,3.204,2.75151,0.000973606,0.000973606,0.000973606
81,310.592,1.16705,1.39255,1.22705,0.49203,0.1385,0.24328,0.07706,2.28657,3.14268,2.89575,0.00098153,0.00098153,0.00098153
82,313.653,1.48214,2.06517,1.65744,0.49203,0.1385,0.24328,0.07706,2.28657,3.14268,2.89575,0.000989343,0.000989343,0.000989343
83,316.675,0.679,1.76698,1.02973,0.49203,0.1385,0.24328,0.07706,2.28657,3.14268,2.89575,0.000997046,0.000997046,0.000997046
84,319.897,0.76387,1.20974,0.92605,0.42267,0.14197,0.21862,0.0717,2.29055,3.09929,2.93441,0.00100464,0.00100464,0.00100464
85,323.018,0.85695,1.26005,1.15392,0.42267,0.14197,0.21862,0.0717,2.29055,3.09929,2.93441,0.00101212,0.00101212,0.00101212
86,326.208,0.82157,1.11146,1.02724,0.42267,0.14197,0.21862,0.0717,2.29055,3.09929,2.93441,0.0010195,0.0010195,0.0010195
87,329.316,0.79278,1.64961,1.14297,0.42267,0.14197,0.21862,0.0717,2.29055,3.09929,2.93441,0.00102676,0.00102676,0.00102676
88,332.519,0.95175,1.7002,1.20467,0.51198,0.17452,0.26364,0.08211,2.27144,3.04802,2.90781,0.00103391,0.00103391,0.00103391
89,335.608,0.60627,1.31319,0.98473,0.51198,0.17452,0.26364,0.08211,2.27144,3.04802,2.90781,0.00104095,0.00104095,0.00104095
90,338.712,0.56802,1.4543,0.80887,0.51198,0.17452,0.26364,0.08211,2.27144,3.04802,2.90781,0.00104789,0.00104789,0.00104789
91,341.786,0.89259,1.33631,1.10716,0.51198,0.17452,0.26364,0.08211,2.27144,3.04802,2.90781,0.00105471,0.00105471,0.00105471
92,345.127,0.89119,1.95823,1.1769,0.66254,0.28281,0.33042,0.10042,2.28301,2.98283,3.02183,0.00106142,0.00106142,0.00106142
93,348.258,0.92344,1.2622,1.04831,0.66254,0.28281,0.33042,0.10042,2.28301,2.98283,3.02183,0.00106803,0.00106803,0.00106803
94,351.458,1.80813,2.46678,1.90027,0.66254,0.28281,0.33042,0.10042,2.28301,2.98283,3.02183,0.00107452,0.00107452,0.00107452
95,354.644,0.81709,1.74038,1.15379,0.66254,0.28281,0.33042,0.10042,2.28301,2.98283,3.02183,0.0010809,0.0010809,0.0010809
96,357.934,0.64264,2.00586,1.19642,0.57533,0.29648,0.30002,0.09065,2.3308,3.00195,3.16038,0.00108718,0.00108718,0.00108718
97,360.953,1.09625,1.89595,1.13011,0.57533,0.29648,0.30002,0.09065,2.3308,3.00195,3.16038,0.00109334,0.00109334,0.00109334
98,364.546,0.96352,1.16654,0.95821,0.57533,0.29648,0.30002,0.09065,2.3308,3.00195,3.16038,0.00109939,0.00109939,0.00109939
99,368.911,1.63349,1.4645,1.26756,0.57533,0.29648,0.30002,0.09065,2.3308,3.00195,3.16038,0.00110533,0.00110533,0.00110533
100,373.175,0.98139,1.27012,1.0533,0.59421,0.2964,0.30331,0.09072,2.35496,3.0449,3.19276,0.00111117,0.00111117,0.00111117
101,377.834,0.93371,1.79658,1.22826,0.59421,0.2964,0.30331,0.09072,2.35496,3.0449,3.19276,0.00111689,0.00111689,0.00111689
102,381.927,0.45579,1.81629,1.05082,0.59421,0.2964,0.30331,0.09072,2.35496,3.0449,3.19276,0.00111139,0.00111139,0.00111139
103,385.982,0.70903,1.74487,0.9392,0.59421,0.2964,0.30331,0.09072,2.35496,3.0449,3.19276,0.00110589,0.00110589,0.00110589
104,390.354,0.85075,1.36542,1.02346,0.6094,0.35457,0.31626,0.09674,2.38223,2.94748,3.26065,0.00110039,0.00110039,0.00110039
105,394.435,1.53844,1.56306,1.35669,0.6094,0.35457,0.31626,0.09674,2.38223,2.94748,3.26065,0.00109489,0.00109489,0.00109489
106,398.534,0.62835,2.92045,0.91115,0.6094,0.35457,0.31626,0.09674,2.38223,2.94748,3.26065,0.00108938,0.00108938,0.00108938
107,402.69,0.94012,1.66661,1.28178,0.6094,0.35457,0.31626,0.09674,2.38223,2.94748,3.26065,0.00108388,0.00108388,0.00108388
108,407.002,1.39779,1.75833,1.23733,0.61367,0.30801,0.33092,0.09836,2.38984,2.93604,3.13733,0.00107838,0.00107838,0.00107838
109,411.278,0.83172,0.94051,0.95334,0.61367,0.30801,0.33092,0.09836,2.38984,2.93604,3.13733,0.00107288,0.00107288,0.00107288
110,415.564,0.80645,1.65466,1.14237,0.61367,0.30801,0.33092,0.09836,2.38984,2.93604,3.13733,0.00106738,0.00106738,0.00106738
111,419.835,0.97468,0.99,0.8111,0.61367,0.30801,0.33092,0.09836,2.38984,2.93604,3.13733,0.00106188,0.00106188,0.00106188
112,424.192,0.79233,1.57275,1.04485,0.55861,0.31202,0.31441,0.09719,2.44243,2.84682,3.07252,0.00105638,0.00105638,0.00105638
113,428.412,0.91145,1.08934,1.21345,0.55861,0.31202,0.31441,0.09719,2.44243,2.84682,3.07252,0.00105088,0.00105088,0.00105088
114,432.731,1.57223,1.9142,1.14364,0.55861,0.31202,0.31441,0.09719,2.44243,2.84682,3.07252,0.00104538,0.00104538,0.00104538
115,437.232,0.66448,1.26326,0.96391,0.55861,0.31202,0.31441,0.09719,2.44243,2.84682,3.07252,0.00103987,0.00103987,0.00103987
116,441.566,1.03946,1.62691,1.39563,0.51977,0.31302,0.29507,0.08925,2.50175,2.82495,3.16157,0.00103437,0.00103437,0.00103437
117,445.861,0.85986,0.8177,0.92035,0.51977,0.31302,0.29507,0.08925,2.50175,2.82495,3.16157,0.00102887,0.00102887,0.00102887
118,450.011,0.91353,1.16659,1.14995,0.51977,0.31302,0.29507,0.08925,2.50175,2.82495,3.16157,0.00102337,0.00102337,0.00102337
119,454.113,0.7834,1.70368,1.00642,0.51977,0.31302,0.29507,0.08925,2.50175,2.82495,3.16157,0.00101787,0.00101787,0.00101787
120,458.509,0.35768,2.46939,0.83268,0.40908,0.18793,0.1723,0.05966,2.417,3.02452,3.13918,0.00101237,0.00101237,0.00101237
121,462.823,0.80173,1.25225,0.86801,0.40908,0.18793,0.1723,0.05966,2.417,3.02452,3.13918,0.00100687,0.00100687,0.00100687
122,466.951,0.88971,1.69913,1.18998,0.40908,0.18793,0.1723,0.05966,2.417,3.02452,3.13918,0.00100137,0.00100137,0.00100137
123,471.398,0.78038,2.04614,0.82042,0.40908,0.18793,0.1723,0.05966,2.417,3.02452,3.13918,0.000995866,0.000995866,0.000995866
124,475.794,1.12516,2.26224,1.43623,0.42668,0.09972,0.11623,0.04943,2.37635,3.20766,3.05862,0.000990365,0.000990365,0.000990365
125,480.049,0.8457,1.15444,1.1154,0.42668,0.09972,0.11623,0.04943,2.37635,3.20766,3.05862,0.000984864,0.000984864,0.000984864
